arousal,valence,speaker,starttime,endtime,duration
0.20826542857142855,0.06260287142857143,dev_1,70.75,70.99,0.23999999999999488
0.18096366666666666,0.0561743,dev_1,72.22,72.3,0.0799999999999983
0.16485266666666665,0.0561743,dev_1,72.37,72.45,0.0799999999999983
0.16588442857142857,0.05355525714285714,dev_1,72.57,72.82,0.25
0.19721391666666668,0.053118733333333334,dev_1,72.88,73.3,0.4200000000000017
0.22263050000000004,0.051174300000000006,dev_1,73.31,73.51,0.20000000000000284
0.2276303333333333,0.05450763333333333,dev_1,73.52,73.58,0.060000000000002274
0.24005114285714282,0.07653143571428571,dev_1,73.64,74.12,0.480000000000004
-0.232925,0.1025076,dev_1,79.19,79.33,0.14000000000000057
-0.286258,0.052841,dev_1,86.37,86.39,0.01999999999999602
-0.25162877777777776,0.05728542222222223,dev_1,86.53,86.85,0.3199999999999932
-0.17644355555555555,0.10024836666666666,dev_1,86.87,87.17,0.29999999999999716
-0.11092500000000001,0.09550763999999999,dev_1,87.18,87.33,0.14999999999999147
-0.04137720714285714,0.06581715,dev_1,87.38,87.9,0.5200000000000102
-0.010285956666666667,0.049507625,dev_1,88.01,88.47,0.45999999999999375
0.024741839999999998,0.020507619999999997,dev_1,89.1,89.25,0.15000000000000568
-0.04718408555555556,0.0237669,dev_1,91.22,91.55,0.3299999999999983
-0.07931373333333334,0.0236743,dev_1,91.57,91.78,0.21000000000000796
-0.249592,0.047841,dev_1,98.5,98.58,0.0799999999999983
-0.2156102388888889,0.048859477777777785,dev_1,98.59,99.25,0.6599999999999966
0.05517044714285714,0.056650485714285714,dev_1,99.35,99.59,0.2400000000000091
0.16174159999999999,0.07850762,dev_1,99.77,99.94,0.1700000000000017
0.1912418,0.09367429499999999,dev_1,100.04,100.11,0.06999999999999318
0.20374184285714284,0.10331714285714286,dev_1,100.15,100.37,0.21999999999999886
0.2104085,0.10804931250000001,dev_1,100.49,100.77,0.28000000000000114
0.21374179999999993,0.09850762799999999,dev_1,101.2,101.38,0.1799999999999926
0.2275297090909091,0.09753793090909092,dev_1,101.4,102.26,0.8599999999999994
0.249991825,0.09784096,dev_1,102.28,102.39,0.10999999999999943
0.25612277142857137,0.09879334285714288,dev_1,102.43,102.66,0.22999999999998977
0.25807516,0.10117430000000001,dev_1,102.67,102.83,0.1599999999999966
0.25686683749999994,0.10117430000000001,dev_1,102.92,103.18,0.2600000000000051
0.2670752,0.10117430000000001,dev_1,103.29,103.35,0.05999999999998806
0.26674186000000005,0.10584098,dev_1,103.43,103.6,0.1699999999999875
0.2579085,0.11117429999999999,dev_1,103.68,103.75,0.06999999999999318
0.25907514,0.11250763999999999,dev_1,103.8,103.95,0.15000000000000568
0.26307516,0.11750766000000001,dev_1,104.0,104.14,0.14000000000000057
0.264991825,0.12200765,dev_1,104.19,104.29,0.10000000000000853
-0.2145915,0.100340965,dev_1,109.39,109.41,0.01999999999999602
-0.23959149999999999,-0.005492369,dev_1,114.85,114.9,0.05000000000001137
-0.35070260666666664,-0.030047927333333335,dev_1,134.14,134.68,0.5400000000000205
-0.2732952111111111,-0.009936813666666667,dev_1,134.7,135.01,0.3100000000000023
-0.1965359666666667,-0.027992368333333326,dev_1,135.21,135.41,0.19999999999998863
-0.0995915,-0.023825700000000002,dev_1,136.99,137.07,0.07999999999998408
-0.20709152000000003,-0.00449236959,dev_1,147.74,148.11,0.37000000000000455
-0.1595915,0.02228540666666667,dev_1,148.17,148.24,0.0700000000000216
-0.14886233124999998,0.025236795,dev_1,148.31,148.92,0.6099999999999852
-0.13625815,0.01450763,dev_1,148.95,149.0,0.05000000000001137
-0.13385074444444445,0.006915038333333333,dev_1,149.03,149.34,0.3100000000000023
-0.12992482,-0.0008257028599999999,dev_1,149.35,149.51,0.1599999999999966
-0.11736926666666668,-0.009936815333333333,dev_1,149.57,149.65,0.0800000000000125
-0.09162853777777778,-0.021233109444444443,dev_1,149.71,150.36,0.6500000000000057
-0.045147059999999996,-0.02327014666666667,dev_1,150.46,150.52,0.060000000000002274
-0.028758170000000003,-0.018686815000000006,dev_1,150.57,151.01,0.4399999999999977
-0.008110020894444445,0.002563185944444444,dev_1,151.14,151.8,0.660000000000025
0.027815905111111112,0.010063186333333333,dev_1,151.86,152.17,0.30999999999997385
0.10985293833333332,0.012563183333333333,dev_1,152.22,152.4,0.18000000000000682
0.13318626666666666,0.01284096,dev_1,152.42,152.5,0.0800000000000125
0.15763073333333336,0.01450763,dev_1,152.57,152.67,0.09999999999999432
0.177908525,0.01450763,dev_1,152.71,152.81,0.09999999999999432
0.1887418,0.014507629999999999,dev_1,152.92,153.09,0.17000000000001592
0.19207520000000003,0.0161743,dev_1,153.44,153.5,0.060000000000002274
0.1937418,0.016840964,dev_1,153.55,153.7,0.14999999999997726
0.19582518333333335,0.023396518333333335,dev_1,153.77,154.22,0.44999999999998863
0.20419635454545454,0.024053083636363635,dev_1,154.4,154.81,0.4099999999999966
0.20707515999999998,0.025840966,dev_1,154.83,154.96,0.12999999999999545
0.20929736666666665,0.02728541,dev_1,155.0,155.06,0.060000000000002274
0.21401961666666666,0.034785406666666664,dev_1,155.15,155.34,0.18999999999999773
0.22207516666666668,0.040063186666666674,dev_1,155.5,155.57,0.06999999999999318
0.2431862555555555,0.03728540777777778,dev_1,155.66,155.96,0.30000000000001137
0.25582514999999995,0.026590965,dev_1,155.99,156.1,0.10999999999998522
0.26499185,0.02450763,dev_1,156.11,156.21,0.09999999999999432
0.29263073333333334,0.025063186666666668,dev_1,156.26,156.45,0.18999999999999773
0.30207517500000003,0.021590962499999998,dev_1,156.47,156.58,0.11000000000001364
0.3076307333333333,0.011729853666666665,dev_1,156.68,156.79,0.10999999999998522
0.30451107692307694,0.006174297,dev_1,156.81,157.32,0.5099999999999909
0.32436682499999997,0.008257631000000001,dev_1,157.6,157.84,0.2400000000000091
0.3236660727272727,0.024659144999999997,dev_1,157.91,158.73,0.8199999999999932
0.3298529555555556,0.041174297777777785,dev_1,159.08,159.4,0.3199999999999932
0.36504618695652175,0.053275746521739144,dev_1,159.69,160.6,0.9099999999999966
0.4074084800000001,0.05450763000000001,dev_1,160.62,160.78,0.1599999999999966
0.3981862666666667,0.05450763,dev_1,160.83,160.92,0.08999999999997499
0.39415849999999997,0.05450763,dev_1,160.99,161.28,0.28999999999999204
-0.06125817090909091,0.14602277272727274,dev_1,166.47,166.85,0.37999999999999545
-0.011258170666666666,0.18006319999999998,dev_1,167.69,167.78,0.09000000000000341
-0.16403593333333333,0.05784096,dev_1,175.73,175.82,0.09000000000000341
-0.16098036666666665,0.05784096,dev_1,175.88,176.05,0.17000000000001592
-0.035385156904761905,0.08799969714285714,dev_1,176.65,177.45,0.799999999999983
0.12846406666666668,0.10811875,dev_1,177.54,177.76,0.21999999999999886
0.14255135714285716,0.12117431428571428,dev_1,177.82,178.06,0.2400000000000091
0.15529739333333334,0.09050763133333334,dev_1,178.48,179.04,0.5600000000000023
0.16735293333333334,0.04284095999999999,dev_1,180.36,180.6,0.23999999999998067
0.10957515000000001,0.052007632500000005,dev_1,183.13,183.25,0.12000000000000455
0.10524183900000002,0.04800763,dev_1,183.3,183.67,0.3699999999999761
-0.16292481428571426,0.013793344428571427,dev_1,184.93,185.17,0.23999999999998067
-0.09917484166666667,0.2064520666666667,dev_1,188.36,188.84,0.47999999999998977
-0.082591504,0.24450761999999998,dev_1,188.93,189.08,0.15000000000000568
0.061075164,0.30050763999999996,dev_1,189.57,189.73,0.1599999999999966
-0.12725815999999998,0.25817429999999997,dev_1,194.11,194.25,0.13999999999998636
-0.12359150999999999,0.24750763,dev_1,194.27,194.61,0.3400000000000034
-0.1044632846153846,0.2483537846153846,dev_1,194.64,195.08,0.44000000000002615
-0.073258168,0.2391743,dev_1,195.11,195.25,0.13999999999998636
-0.04181372444444445,0.23043355555555556,dev_1,195.29,195.62,0.3300000000000125
0.16596403333333332,0.06742429750000001,dev_1,198.89,199.34,0.45000000000001705
0.11707519999999999,0.07950763,dev_1,200.47,200.48,0.009999999999990905
0.11596403333333334,0.07895207333333333,dev_1,200.55,200.63,0.07999999999998408
-0.06292484,0.06284096,dev_1,202.01,202.04,0.030000000000001137
-0.067091505,0.06284096,dev_1,202.06,202.17,0.10999999999998522
-0.06792484,0.06284096,dev_1,202.18,202.26,0.07999999999998408
-0.0966748375,0.053674295,dev_1,203.87,203.99,0.12000000000000455
-0.10192483999999999,0.053174294,dev_1,204.03,204.19,0.1599999999999966
-0.10181372999999999,0.05321133222222221,dev_1,204.26,204.57,0.3100000000000023
-0.03725816999999999,0.05484096200000001,dev_1,204.67,204.8,0.13000000000002387
-0.097924838,0.05700763,dev_1,208.31,208.66,0.3499999999999943
-0.07375817,0.058674295,dev_1,208.68,208.83,0.15000000000000568
-0.05435340857142857,0.061888584285714296,dev_1,208.91,209.16,0.25
-0.047091505000000006,0.060757630000000014,dev_1,209.24,209.72,0.47999999999998977
-0.049591500000000004,0.055063184999999994,dev_1,210.48,210.65,0.17000000000001592
-0.049591500000000004,0.044507630000000006,dev_1,210.73,210.99,0.2600000000000193
-0.05748039133333334,0.047507630000000016,dev_1,211.03,211.6,0.5699999999999932
-0.0632952088888889,0.05617429666666667,dev_1,211.71,212.01,0.29999999999998295
-0.0579248375,0.039924296250000005,dev_1,212.07,212.34,0.27000000000001023
0.09244553111111113,-0.00012199901111111112,dev_1,214.43,214.75,0.3199999999999932
0.09207516,0.0025631861666666664,dev_1,214.79,214.96,0.17000000000001592
0.09207516,0.004507631,dev_1,215.06,215.19,0.12999999999999545
0.09349182949999998,0.006174297099999999,dev_1,215.22,215.96,0.7400000000000091
0.09401960833333334,0.007285408333333336,dev_1,215.98,216.4,0.4200000000000159
0.08374183,0.007840964,dev_1,216.42,216.61,0.19000000000002615
0.080825165,0.01117429775,dev_1,216.69,216.83,0.14000000000001478
-0.07848039333333333,0.25172986666666664,dev_1,220.52,220.64,0.11999999999997613
-0.08197245571428571,0.2535552571428571,dev_1,220.69,220.94,0.25
-0.05496187444444445,0.26395206666666665,dev_1,220.95,221.27,0.3200000000000216
-0.007258169409999999,0.30900763,dev_1,222.02,222.39,0.3699999999999761
0.039783496249999994,0.30784094999999995,dev_1,224.62,224.92,0.29999999999998295
-0.23432122432432434,0.05594907108108108,dev_1,232.66,234.1,1.4399999999999977
-0.1420627648275862,0.04427774310344826,dev_1,234.34,235.47,1.1299999999999955
-0.09618240381818183,0.0506439931818182,dev_1,236.7,237.53,0.8300000000000125
0.049408498,0.071840962,dev_1,237.65,237.81,0.1599999999999966
0.07596405333333334,0.07617429666666668,dev_1,237.82,237.9,0.0800000000000125
0.09874183,0.082840964,dev_1,237.97,238.15,0.18000000000000682
0.13207513999999998,0.098507626,dev_1,238.19,238.34,0.15000000000000568
0.170825175,0.113257625,dev_1,238.41,238.54,0.12999999999999545
0.20884600625,0.1233618125,dev_1,238.72,239.32,0.5999999999999943
0.21929736666666666,0.1261743,dev_1,239.33,239.42,0.08999999999997499
0.218275164,0.13610763600000003,dev_1,239.45,240.43,0.9800000000000182
0.2070752,0.15728543333333334,dev_1,240.45,240.53,0.0800000000000125
0.21355666666666664,0.16543355555555556,dev_1,240.68,241.01,0.3299999999999841
0.21207520000000002,0.1779924909090909,dev_1,241.75,242.14,0.38999999999998636
0.21474183,0.17700763000000003,dev_1,242.22,242.6,0.37999999999999545
0.2184854,0.1779691846153846,dev_1,242.75,243.23,0.47999999999998977
0.2154085,0.1795076,dev_1,243.26,243.32,0.060000000000002274
0.21290849999999997,0.177841,dev_1,243.38,243.44,0.060000000000002274
0.21096406666666667,0.177841,dev_1,243.48,243.54,0.060000000000002274
0.2116585,0.17909095,dev_1,243.6,243.68,0.0800000000000125
0.22255134285714287,0.18117429999999998,dev_1,243.76,244.0,0.2400000000000091
0.23207516666666664,0.1795076,dev_1,244.09,244.18,0.09000000000000341
0.20749185,0.14867429999999998,dev_1,245.6,245.68,0.0800000000000125
0.18249183333333338,0.14409096666666668,dev_1,245.72,246.16,0.4399999999999977
0.18440851000000003,0.15667431999999998,dev_1,246.2,246.54,0.3400000000000034
0.24440849999999995,0.15517428,dev_1,246.6,246.95,0.3499999999999943
0.25753814444444445,0.15395208888888887,dev_1,247.02,247.68,0.6599999999999966
0.25517039999999996,0.16403145714285713,dev_1,247.76,247.97,0.21000000000000796
0.25374179999999996,0.16895206666666665,dev_1,247.98,248.06,0.0800000000000125
0.25326562857142854,0.17331715714285714,dev_1,248.07,248.32,0.25
0.24874179999999996,0.17534095,dev_1,248.37,248.43,0.060000000000002274
0.24574183,0.17500761000000004,dev_1,248.5,248.87,0.37000000000000455
0.2400381222222222,0.1763594888888889,dev_1,248.96,249.29,0.3299999999999841
0.23278944285714284,0.16926954285714285,dev_1,249.4,249.65,0.25
0.22818626666666667,0.162841,dev_1,249.73,249.84,0.11000000000001364
-0.1895915,0.095340965,dev_1,255.67,255.7,0.030000000000001137
-0.20292485000000002,0.09284096,dev_1,255.87,255.9,0.030000000000001137
-0.20825815999999997,0.09284096,dev_1,255.92,256.04,0.12000000000003297
-0.1295915053846154,0.15540507692307695,dev_1,257.17,257.66,0.4900000000000091
0.0018370694285714285,0.41450764285714276,dev_1,259.07,259.31,0.2400000000000091
0.020408495714285713,0.39450762857142857,dev_1,259.39,259.62,0.2300000000000182
0.04588468785714286,0.3801028714285714,dev_1,259.64,260.14,0.5
0.10304737999999998,0.325896525,dev_1,260.27,260.69,0.4200000000000159
0.11874180000000001,0.28672986666666667,dev_1,261.29,261.38,0.08999999999997499
0.12374182,0.28750766,dev_1,261.55,261.69,0.13999999999998636
0.12651963333333335,0.28784099999999996,dev_1,261.74,261.84,0.0999999999999659
0.1334640666666667,0.2833965333333333,dev_1,261.99,262.16,0.17000000000001592
0.13985294666666664,0.28417429333333327,dev_1,262.21,262.78,0.5699999999999932
0.16065850500000003,0.29067428500000003,dev_1,262.83,263.59,0.7599999999999909
0.1841585,0.275757625,dev_1,263.63,263.76,0.12999999999999545
0.1914085,0.25250762,dev_1,263.77,263.94,0.17000000000001592
0.1991585,0.229090975,dev_1,264.03,264.15,0.12000000000000455
0.20207517500000002,0.21034097499999999,dev_1,264.16,264.31,0.14999999999997726
0.20485293333333332,0.20284100000000002,dev_1,264.36,264.46,0.0999999999999659
0.20374182,0.20050762,dev_1,264.51,264.67,0.160000000000025
0.1984640666666667,0.19339651666666668,dev_1,264.72,264.95,0.22999999999996135
0.19425465384615387,0.15771276153846153,dev_1,264.96,265.42,0.4600000000000364
0.15326564285714286,0.15474572857142857,dev_1,266.52,266.74,0.22000000000002728
0.15077886666666668,0.14802616666666665,dev_1,266.75,267.06,0.3100000000000023
-0.06440631777777778,0.08228540888888888,dev_1,270.78,271.12,0.34000000000003183
-0.04375817,0.06950763,dev_1,271.19,271.29,0.10000000000002274
-0.038591502,0.069174296,dev_1,271.34,271.49,0.1500000000000341
-0.032091505,0.06450763,dev_1,271.61,271.67,0.060000000000002274
0.040408495,0.07284096,dev_1,272.8,272.85,0.05000000000001137
0.047075165,0.07117430000000001,dev_1,273.01,273.04,0.03000000000002956
0.04874183,0.06950763,dev_1,273.11,273.12,0.009999999999990905
0.062075164285714295,0.05307905857142857,dev_1,273.95,274.18,0.2300000000000182
0.06763071999999999,0.04950763,dev_1,274.19,274.28,0.08999999999997499
0.08138072166666667,0.055618740833333326,dev_1,274.34,274.78,0.4399999999999977
0.10874186000000001,0.070840964,dev_1,274.89,275.05,0.160000000000025
-0.14636233124999998,0.08169513125,dev_1,278.46,279.05,0.5900000000000318
-0.1820915,0.07784096,dev_1,279.24,279.29,0.05000000000001137
-0.19542483333333335,0.07617430000000001,dev_1,279.41,279.64,0.22999999999996135
-0.2345915,0.07534096,dev_1,281.83,281.86,0.03000000000002956
-0.3179248,0.0161743,dev_1,284.2,284.27,0.06999999999999318
-0.3395915,0.01450763,dev_1,284.78,284.81,0.03000000000002956
-0.3595915,0.0111743,dev_1,286.58,286.59,0.009999999999990905
-0.3595915,0.007840964,dev_1,286.66,286.73,0.06999999999999318
-0.3579248,0.007840964,dev_1,286.78,286.82,0.040000000000020464
-0.3579248,0.007840964,dev_1,286.88,286.9,0.01999999999998181
-0.3679248,-0.01715904,dev_1,288.93,288.95,0.01999999999998181
-0.3679248,-0.0188257,dev_1,289.06,289.11,0.05000000000001137
-0.3679248,-0.022159035,dev_1,289.15,289.19,0.040000000000020464
-0.3679248,-0.023825700000000002,dev_1,289.23,289.26,0.029999999999972715
-0.43125820000000004,-0.021325705,dev_1,293.6,293.73,0.12999999999999545
-0.25779663333333325,-0.029723140769230768,dev_1,294.54,296.06,1.5199999999999818
-0.18292479999999997,-0.02715904,dev_1,296.69,296.77,0.07999999999998408
-0.18292479999999997,-0.0267423725,dev_1,296.8,296.92,0.12000000000000455
-0.18292479999999997,-0.02299237,dev_1,296.98,297.02,0.03999999999996362
-0.18292479999999997,-0.0196590375,dev_1,297.07,297.16,0.09000000000003183
-0.18363909999999997,-0.01453999,dev_1,297.18,297.44,0.2599999999999909
-0.18533225555555555,-0.01086274111111111,dev_1,297.47,297.79,0.3199999999999932
-0.18042485,-0.007159036,dev_1,297.88,297.89,0.009999999999990905
-0.1795915,-0.0063257025000000005,dev_1,297.96,297.98,0.020000000000038654
-0.17825816,-0.00282570252,dev_1,297.99,298.13,0.13999999999998636
-0.019902,-0.025661,train_1,0.35,0.63,0.28
0.025931,0.028922374999999997,train_1,2.39,2.65,0.2599999999999998
-0.018950085714285716,0.10922050000000001,train_1,3.73,4.25,0.52
-0.037819000000000005,0.09142249999999999,train_1,6.49,6.63,0.13999999999999968
-0.012569,0.09033919999999998,train_1,6.77,6.93,0.16000000000000014
-0.0132355,0.09017249999999999,train_1,6.94,7.0,0.05999999999999961
-0.014902,0.089339,train_1,7.05,7.08,0.03000000000000025
-0.05412442666666666,0.052116680000000006,train_1,10.2,10.75,0.5500000000000007
0.006097811,0.01867221,train_1,11.96,12.35,0.3899999999999988
0.0125978,0.024338883333333335,train_1,12.46,12.66,0.1999999999999993
0.027097799999999995,0.0373389,train_1,12.75,12.88,0.13000000000000078
0.034431119999999996,0.03200556,train_1,12.96,13.13,0.16999999999999993
0.04565336666666667,0.027672199999999997,train_1,13.2,13.28,0.08000000000000007
0.07468112500000001,0.031838899999999996,train_1,13.36,13.45,0.08999999999999986
0.08732003333333334,0.044338899999999994,train_1,13.52,13.57,0.05000000000000071
0.11694955555555556,0.049153722222222224,train_1,13.68,13.99,0.3100000000000005
0.15065316666666667,0.05156111666666666,train_1,14.08,14.25,0.16999999999999993
0.0009311475,0.12392225000000001,train_1,17.58,17.71,0.13000000000000256
0.047522045454545456,0.11342981818181817,train_1,17.94,18.34,0.3999999999999986
0.1241452857142857,0.11576728571428571,train_1,18.46,18.71,0.25
-0.33406899999999995,-0.002605555166666667,train_1,26.42,26.62,0.1999999999999993
-0.266569,0.0010055563333333333,train_1,27.27,27.35,0.08000000000000185
-0.15515880384615388,-0.004507262346153846,train_1,27.41,28.42,1.0100000000000016
-0.079902225,0.05600555,train_1,31.51,31.62,0.10999999999999943
-0.11205918823529411,0.04531928823529412,train_1,33.29,33.92,0.6300000000000026
-0.2004023,-0.016494440000000003,train_1,37.38,37.75,0.36999999999999744
-0.16573575,-0.0246194375,train_1,37.81,38.09,0.28000000000000114
-0.08879115,-0.0206611,train_1,38.17,38.38,0.21000000000000085
-0.05267996666666667,-0.0034388866666666667,train_1,38.45,38.55,0.09999999999999432
-0.021440659792307692,-0.0036098270000000003,train_1,38.74,39.2,0.46000000000000085
-0.011568869999999998,0.0391008,train_1,41.05,41.3,0.25
0.034026377142857146,0.04338651428571427,train_1,41.4,42.46,1.0600000000000023
0.048153350000000004,0.04295001666666667,train_1,42.6,42.81,0.21000000000000085
0.0450978,0.0393389,train_1,42.9,42.98,0.0799999999999983
0.03152637142857143,0.04695794285714285,train_1,43.49,43.74,0.25
0.028431099999999997,0.04711666666666667,train_1,43.84,43.92,0.0799999999999983
0.028431099999999994,0.0476722,train_1,44.04,44.25,0.21000000000000085
0.025812085714285716,0.0476722,train_1,44.37,44.64,0.2700000000000031
0.0350978,0.0476722,train_1,44.89,44.94,0.04999999999999716
0.041597800000000004,0.05050554999999999,train_1,45.15,45.5,0.3500000000000014
0.044145428571428565,0.05219604285714286,train_1,45.76,45.99,0.23000000000000398
0.038431099999999996,0.04200556,train_1,46.13,46.31,0.17999999999999972
0.03898666666666666,0.0426722,train_1,46.41,46.5,0.09000000000000341
0.05176446666666667,0.052672199999999995,train_1,46.79,46.84,0.05000000000000426
0.05843110000000001,0.0443389,train_1,47.1,47.13,0.030000000000001137
0.05843110000000001,0.04517225,train_1,47.25,47.31,0.060000000000002274
0.049889475,0.00975556,train_1,49.15,49.42,0.2700000000000031
0.043431108333333336,0.014061116666666665,train_1,49.49,49.93,0.4399999999999977
0.05634777500000001,0.0101722275,train_1,50.0,50.09,0.09000000000000341
0.060514475000000005,0.00767222,train_1,50.19,50.29,0.10000000000000142
0.0500978,0.016005600000000002,train_1,51.25,51.31,0.060000000000002274
0.048097799999999996,0.0203389,train_1,51.4,51.55,0.14999999999999858
0.045097814285714286,0.02695794285714286,train_1,51.69,51.96,0.2700000000000031
0.07224064285714285,0.0383865,train_1,52.07,52.3,0.22999999999999687
0.09176444285714284,0.0443389,train_1,52.41,52.67,0.2600000000000051
0.10398666666666667,0.05711666666666667,train_1,52.79,52.87,0.0799999999999983
0.10972722222222224,0.06119075555555556,train_1,52.96,53.25,0.28999999999999915
